scene_id,task_type,task,filename,target_object_labels,target_object_ids,target_object_ids_short,affordance_labels,affordance_ids,affordance_actions,all_target_node_ids
3kitchen,implicit,I am hungry,3kitchen_i-am-hungry_2_GT.json,oven,57895ee6-21fc-4706-80d1-0507c60b2749,57895ee6,knob; knob; knob; knob; knob; knob,9865f477-df67-4813-9120-ed2e3ec77383; 4a3b6cab-dbe3-49ea-b77e-1eec3a15bbb7; f39a91fc-e687-4602-ad0b-bbde919f746a; 0b1700cb-5847-4249-bc88-a6a7e06765be; cba6cd3d-f29e-4fb3-bb44-6e738202d7d6; 16d54d1e-68ea-40e7-9a96-028594f89903,"knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close",57895ee6-21fc-4706-80d1-0507c60b2749; 9865f477-df67-4813-9120-ed2e3ec77383; 4a3b6cab-dbe3-49ea-b77e-1eec3a15bbb7; f39a91fc-e687-4602-ad0b-bbde919f746a; 0b1700cb-5847-4249-bc88-a6a7e06765be; cba6cd3d-f29e-4fb3-bb44-6e738202d7d6; 16d54d1e-68ea-40e7-9a96-028594f89903
3kitchen,implicit,I am hungry,3kitchen_i-am-hungry_GT.json,fridge,48b189f9-daee-465d-ae14-063fe298bc89,48b189f9,handle,5453c502-4b31-4627-947e-dc0fa4fed8ea,handle: pull to open or close,48b189f9-daee-465d-ae14-063fe298bc89; 5453c502-4b31-4627-947e-dc0fa4fed8ea
3kitchen,implicit,I am hungry,3kitchen_i-am-hungry_cd95a35a_GT.json,kitchen cabinet,cd95a35a-cac6-4998-9383-26c78a1b7455,cd95a35a,knob,4ac9151a-9b84-49fc-88bd-3f4abd3dafa3,knob: pull to open or close,cd95a35a-cac6-4998-9383-26c78a1b7455; 4ac9151a-9b84-49fc-88bd-3f4abd3dafa3
3kitchen,implicit,I am hungry,3kitchen_i-am-hungry_fa25f213_GT.json,kitchen cabinet,fa25f213-0aa8-4084-97ff-a990f17f4302,fa25f213,knob; knob; knob; knob; knob,b2b09116-409c-467c-a0a3-c57c5f6987ec; 572c154c-575f-40cc-9a67-8f295a4d3b31; f292060f-d75e-481d-9b2e-6a3141aa6f06; 99e1e2c2-0076-4700-bbc0-a97ec08346c3; 285b0930-f4ff-4e8e-81ec-528d93fa9e35,knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close,fa25f213-0aa8-4084-97ff-a990f17f4302; b2b09116-409c-467c-a0a3-c57c5f6987ec; 572c154c-575f-40cc-9a67-8f295a4d3b31; f292060f-d75e-481d-9b2e-6a3141aa6f06; 99e1e2c2-0076-4700-bbc0-a97ec08346c3; 285b0930-f4ff-4e8e-81ec-528d93fa9e35
3kitchen,implicit,I am sleepy,3kitchen_i-am-sleepy_GT.json,coffee maker,9a497ea9-e3be-4edd-881e-8f66135e1d24,9a497ea9,,,,9a497ea9-e3be-4edd-881e-8f66135e1d24
3kitchen,implicit,I want a hot cup of tea,3kitchen_i-want-a-hot-cup-of-tea_GT.json,kettle,fd1913d2-43c6-40cd-a4c3-684ff37ee87f,fd1913d2,,,,fd1913d2-43c6-40cd-a4c3-684ff37ee87f
3kitchen,implicit,it's too cold in here,3kitchen_its-too-cold-in-here_GT.json,radiator,87cd6d4e-2f88-402d-a68b-16f84d64a039,87cd6d4e,knob,8cad3558-ab57-4ccc-8620-5773db800740,knob: rotate to adjust the temperature,87cd6d4e-2f88-402d-a68b-16f84d64a039; 8cad3558-ab57-4ccc-8620-5773db800740
3kitchen,implicit,my hands are dirty,3kitchen_my-hands-are-dirty_GT.json,kitchen sink,0a0824a3-f355-4a32-83c6-8eb5cfebde60,0a0824a3,faucet / handle,d3cf8a60-d9cb-4ffe-934c-ecefa4db9886,faucet / handle: control the water flow,0a0824a3-f355-4a32-83c6-8eb5cfebde60; d3cf8a60-d9cb-4ffe-934c-ecefa4db9886
3kitchen,explicit,open the door,3kitchen_open-the-door_GT.json,door,f88723ca-b6b0-48cf-b437-6a280fd92527,f88723ca,handle,8b1feefd-92f9-43e8-b9e0-300c89e8fd67,handle: rotate to open or close,f88723ca-b6b0-48cf-b437-6a280fd92527; 8b1feefd-92f9-43e8-b9e0-300c89e8fd67
3kitchen,explicit,open the fridge,3kitchen_open-the-fridge_GT.json,fridge,48b189f9-daee-465d-ae14-063fe298bc89,48b189f9,handle,5453c502-4b31-4627-947e-dc0fa4fed8ea,handle: pull to open or close,48b189f9-daee-465d-ae14-063fe298bc89; 5453c502-4b31-4627-947e-dc0fa4fed8ea
3kitchen,explicit,open the kitchen cabinet,3kitchen_open-the-kitchen-cabinet_26e1c6c1_GT.json,kitchen cabinet / drawer,26e1c6c1-390e-4baf-8844-f3aa7e33516f,26e1c6c1,knob,8afd5554-722f-43fc-bbd4-9a2e2b902a58,knob: pull to open or close,26e1c6c1-390e-4baf-8844-f3aa7e33516f; 8afd5554-722f-43fc-bbd4-9a2e2b902a58
3kitchen,explicit,open the kitchen cabinet,3kitchen_open-the-kitchen-cabinet_cd95a35a_GT.json,kitchen cabinet,cd95a35a-cac6-4998-9383-26c78a1b7455,cd95a35a,knob,4ac9151a-9b84-49fc-88bd-3f4abd3dafa3,knob: pull to open or close,cd95a35a-cac6-4998-9383-26c78a1b7455; 4ac9151a-9b84-49fc-88bd-3f4abd3dafa3
3kitchen,explicit,open the kitchen cabinet,3kitchen_open-the-kitchen-cabinet_fa25f213_GT.json,kitchen cabinet,fa25f213-0aa8-4084-97ff-a990f17f4302,fa25f213,knob; knob; knob; knob; knob,b2b09116-409c-467c-a0a3-c57c5f6987ec; 572c154c-575f-40cc-9a67-8f295a4d3b31; f292060f-d75e-481d-9b2e-6a3141aa6f06; 99e1e2c2-0076-4700-bbc0-a97ec08346c3; 285b0930-f4ff-4e8e-81ec-528d93fa9e35,knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close,fa25f213-0aa8-4084-97ff-a990f17f4302; b2b09116-409c-467c-a0a3-c57c5f6987ec; 572c154c-575f-40cc-9a67-8f295a4d3b31; f292060f-d75e-481d-9b2e-6a3141aa6f06; 99e1e2c2-0076-4700-bbc0-a97ec08346c3; 285b0930-f4ff-4e8e-81ec-528d93fa9e35
3kitchen,explicit,open the oven,3kitchen_open-the-oven_GT.json,oven,57895ee6-21fc-4706-80d1-0507c60b2749,57895ee6,knob; knob; knob; knob; knob; knob,9865f477-df67-4813-9120-ed2e3ec77383; 4a3b6cab-dbe3-49ea-b77e-1eec3a15bbb7; f39a91fc-e687-4602-ad0b-bbde919f746a; 0b1700cb-5847-4249-bc88-a6a7e06765be; cba6cd3d-f29e-4fb3-bb44-6e738202d7d6; 16d54d1e-68ea-40e7-9a96-028594f89903,"knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close; knob: rotate to adjust temperature or setting, open or close",57895ee6-21fc-4706-80d1-0507c60b2749; 9865f477-df67-4813-9120-ed2e3ec77383; 4a3b6cab-dbe3-49ea-b77e-1eec3a15bbb7; f39a91fc-e687-4602-ad0b-bbde919f746a; 0b1700cb-5847-4249-bc88-a6a7e06765be; cba6cd3d-f29e-4fb3-bb44-6e738202d7d6; 16d54d1e-68ea-40e7-9a96-028594f89903
3kitchen,implicit,someone is knocking at the door,3kitchen_someone-is-knocking-at-the-door_GT.json,door,f88723ca-b6b0-48cf-b437-6a280fd92527,f88723ca,handle,8b1feefd-92f9-43e8-b9e0-300c89e8fd67,handle: rotate to open or close,f88723ca-b6b0-48cf-b437-6a280fd92527; 8b1feefd-92f9-43e8-b9e0-300c89e8fd67
3kitchen,explicit,use the coffee maker,3kitchen_use-the-coffee-maker_GT.json,coffee maker,9a497ea9-e3be-4edd-881e-8f66135e1d24,9a497ea9,,,,9a497ea9-e3be-4edd-881e-8f66135e1d24
3kitchen,explicit,use the kettle,3kitchen_use-the-kettle_GT.json,kettle,fd1913d2-43c6-40cd-a4c3-684ff37ee87f,fd1913d2,,,,fd1913d2-43c6-40cd-a4c3-684ff37ee87f
3kitchen,explicit,use the kitchen sink,3kitchen_use-the-kitchen-sink_GT.json,kitchen sink,0a0824a3-f355-4a32-83c6-8eb5cfebde60,0a0824a3,faucet / handle,d3cf8a60-d9cb-4ffe-934c-ecefa4db9886,faucet / handle: control the water flow,0a0824a3-f355-4a32-83c6-8eb5cfebde60; d3cf8a60-d9cb-4ffe-934c-ecefa4db9886
4livingroom,implicit,I am bored,4livingroom_i-am-bored_GT.json,remote; television,63c060d9-e638-49c5-b70d-db1782d77257; 80230e76-18d0-4b4d-86a2-43d0118067e3,63c060d9; 80230e76,,,,63c060d9-e638-49c5-b70d-db1782d77257; 80230e76-18d0-4b4d-86a2-43d0118067e3
4livingroom,implicit,I am hungry,4livingroom_i-am-hungry_2_GT.json,cooker,4d391472-67b3-45e0-81f7-f8a388e68652,4d391472,,,,4d391472-67b3-45e0-81f7-f8a388e68652
4livingroom,implicit,I am hungry,4livingroom_i-am-hungry_4a931c41_GT.json,kitchen cabinet,4a931c41-5b5a-4ddb-90de-03e3654ff85e,4a931c41,handle; handle,b9aabe16-2e07-4516-bc8b-40b89902736c; 992edb77-c4a4-4b5a-a532-b0485f102738,handle: pull to open or close; handle: pull to open or close,4a931c41-5b5a-4ddb-90de-03e3654ff85e; b9aabe16-2e07-4516-bc8b-40b89902736c; 992edb77-c4a4-4b5a-a532-b0485f102738
4livingroom,implicit,I am hungry,4livingroom_i-am-hungry_5fcbe0c1_GT.json,kitchen cabinet,5fcbe0c1-e753-48f9-881a-6104441be49a,5fcbe0c1,handle; handle; handle,2ab3d46d-6803-4800-a37c-021a75ba83d8; 33eac69d-ce91-45c8-8d55-c04dcc7863f9; e893754b-bbe7-4c2d-a6d0-ed54b816bdfd,handle: pull to open or close; handle: pull to open or close; handle: pull to open or close,5fcbe0c1-e753-48f9-881a-6104441be49a; 2ab3d46d-6803-4800-a37c-021a75ba83d8; 33eac69d-ce91-45c8-8d55-c04dcc7863f9; e893754b-bbe7-4c2d-a6d0-ed54b816bdfd
4livingroom,implicit,I am hungry,4livingroom_i-am-hungry_GT.json,oven,6a144bdf-6523-4bf8-8b64-d6bb63ee967c,6a144bdf,handle; knob; knob,0d4d0b33-aa83-4d76-82c1-341bbb71a09d; d920ef1d-43f0-4dbd-988c-128c8376acb4; d4c63e47-dc32-4285-96b0-f03ad84f25e7,"handle: pull to open or close; knob: rotate to open or close, or to adjust the setting and temperature; knob: rotate to open or close, or to adjust the setting and temperature",6a144bdf-6523-4bf8-8b64-d6bb63ee967c; 0d4d0b33-aa83-4d76-82c1-341bbb71a09d; d920ef1d-43f0-4dbd-988c-128c8376acb4; d4c63e47-dc32-4285-96b0-f03ad84f25e7
4livingroom,implicit,I am hungry,4livingroom_i-am-hungry_b40e025d_GT.json,kitchen cabinet,b40e025d-f8b5-4fa4-9347-1274e26c37bc,b40e025d,handle; handle; handle,3f96bab7-8ee2-40ee-b201-cfebadcf7582; 85eb89bd-6ee7-4621-8a4f-823af6b41a72; 1069895b-76b9-4980-ac7b-5f271d13a83b,handle: pull to open or close; handle: pull to open or close; handle: pull to open or close,b40e025d-f8b5-4fa4-9347-1274e26c37bc; 3f96bab7-8ee2-40ee-b201-cfebadcf7582; 85eb89bd-6ee7-4621-8a4f-823af6b41a72; 1069895b-76b9-4980-ac7b-5f271d13a83b
4livingroom,implicit,I am hungry,4livingroom_i-am-hungry_b9dfc044_GT.json,kitchen cabinet,b9dfc044-a71e-4f90-a3ac-ebb0c6fc2723,b9dfc044,handle; handle,ead8ecc5-2d26-4cb3-9777-bfb575b219ac; 7868405c-e703-4450-963c-bf7cad5e84b3,handle: pull to open or close; handle: pull to open or close,b9dfc044-a71e-4f90-a3ac-ebb0c6fc2723; ead8ecc5-2d26-4cb3-9777-bfb575b219ac; 7868405c-e703-4450-963c-bf7cad5e84b3
4livingroom,implicit,I want a hot cup of tea,4livingroom_i-want-a-hot-cup-of-tea_GT.json,kettle,67058b7d-34ea-42ed-87e8-b660aad77409,67058b7d,,,,67058b7d-34ea-42ed-87e8-b660aad77409
4livingroom,implicit,my hands are dirty,4livingroom_my-hands-are-dirty_GT.json,kitchen sink,f92d6939-4b73-4797-a5a4-8799ab5bb544,f92d6939,faucet / handle,be4b5219-1023-4b39-8a9d-cbb485a50538,faucet / handle: control the water flow,f92d6939-4b73-4797-a5a4-8799ab5bb544; be4b5219-1023-4b39-8a9d-cbb485a50538
4livingroom,explicit,open the door,4livingroom_open-the-door_GT.json,door,be854fc1-da14-4471-85ce-4ddbeb684f31,be854fc1,handle,377ca5bd-82e6-4fef-a528-bfc62ebc687a,handle: rotate to open or close,be854fc1-da14-4471-85ce-4ddbeb684f31; 377ca5bd-82e6-4fef-a528-bfc62ebc687a
4livingroom,explicit,open the kitchen cabinet,4livingroom_open-the-kitchen-cabinet_4a931c41_GT.json,kitchen cabinet,4a931c41-5b5a-4ddb-90de-03e3654ff85e,4a931c41,handle; handle,b9aabe16-2e07-4516-bc8b-40b89902736c; 992edb77-c4a4-4b5a-a532-b0485f102738,handle: pull to open or close; handle: pull to open or close,4a931c41-5b5a-4ddb-90de-03e3654ff85e; b9aabe16-2e07-4516-bc8b-40b89902736c; 992edb77-c4a4-4b5a-a532-b0485f102738
4livingroom,explicit,open the kitchen cabinet,4livingroom_open-the-kitchen-cabinet_5fcbe0c1_GT.json,kitchen cabinet,5fcbe0c1-e753-48f9-881a-6104441be49a,5fcbe0c1,handle; handle; handle,2ab3d46d-6803-4800-a37c-021a75ba83d8; 33eac69d-ce91-45c8-8d55-c04dcc7863f9; e893754b-bbe7-4c2d-a6d0-ed54b816bdfd,handle: pull to open or close; handle: pull to open or close; handle: pull to open or close,5fcbe0c1-e753-48f9-881a-6104441be49a; 2ab3d46d-6803-4800-a37c-021a75ba83d8; 33eac69d-ce91-45c8-8d55-c04dcc7863f9; e893754b-bbe7-4c2d-a6d0-ed54b816bdfd
4livingroom,explicit,open the kitchen cabinet,4livingroom_open-the-kitchen-cabinet_b40e025d_GT.json,kitchen cabinet,b40e025d-f8b5-4fa4-9347-1274e26c37bc,b40e025d,handle; handle; handle,3f96bab7-8ee2-40ee-b201-cfebadcf7582; 85eb89bd-6ee7-4621-8a4f-823af6b41a72; 1069895b-76b9-4980-ac7b-5f271d13a83b,handle: pull to open or close; handle: pull to open or close; handle: pull to open or close,b40e025d-f8b5-4fa4-9347-1274e26c37bc; 3f96bab7-8ee2-40ee-b201-cfebadcf7582; 85eb89bd-6ee7-4621-8a4f-823af6b41a72; 1069895b-76b9-4980-ac7b-5f271d13a83b
4livingroom,explicit,open the kitchen cabinet,4livingroom_open-the-kitchen-cabinet_b9dfc044_GT.json,kitchen cabinet,b9dfc044-a71e-4f90-a3ac-ebb0c6fc2723,b9dfc044,handle; handle,ead8ecc5-2d26-4cb3-9777-bfb575b219ac; 7868405c-e703-4450-963c-bf7cad5e84b3,handle: pull to open or close; handle: pull to open or close,b9dfc044-a71e-4f90-a3ac-ebb0c6fc2723; ead8ecc5-2d26-4cb3-9777-bfb575b219ac; 7868405c-e703-4450-963c-bf7cad5e84b3
4livingroom,explicit,open the oven,4livingroom_open-the-oven_GT.json,oven,6a144bdf-6523-4bf8-8b64-d6bb63ee967c,6a144bdf,handle; knob; knob,0d4d0b33-aa83-4d76-82c1-341bbb71a09d; d920ef1d-43f0-4dbd-988c-128c8376acb4; d4c63e47-dc32-4285-96b0-f03ad84f25e7,"handle: pull to open or close; knob: rotate to open or close, or to adjust the setting and temperature; knob: rotate to open or close, or to adjust the setting and temperature",6a144bdf-6523-4bf8-8b64-d6bb63ee967c; 0d4d0b33-aa83-4d76-82c1-341bbb71a09d; d920ef1d-43f0-4dbd-988c-128c8376acb4; d4c63e47-dc32-4285-96b0-f03ad84f25e7
4livingroom,implicit,someone is knocking at the door,4livingroom_someone-is-knocking-at-the-door_GT.json,door,be854fc1-da14-4471-85ce-4ddbeb684f31,be854fc1,handle,377ca5bd-82e6-4fef-a528-bfc62ebc687a,handle: rotate to open or close,be854fc1-da14-4471-85ce-4ddbeb684f31; 377ca5bd-82e6-4fef-a528-bfc62ebc687a
4livingroom,explicit,turn on the television,4livingroom_turn-on-the-television_GT.json,remote; television,63c060d9-e638-49c5-b70d-db1782d77257; 80230e76-18d0-4b4d-86a2-43d0118067e3,63c060d9; 80230e76,,,,63c060d9-e638-49c5-b70d-db1782d77257; 80230e76-18d0-4b4d-86a2-43d0118067e3
4livingroom,explicit,use the cooker,4livingroom_use-the-cooker_GT.json,cooker,4d391472-67b3-45e0-81f7-f8a388e68652,4d391472,,,,4d391472-67b3-45e0-81f7-f8a388e68652
4livingroom,explicit,use the kettle,4livingroom_use-the-kettle_GT.json,kettle,67058b7d-34ea-42ed-87e8-b660aad77409,67058b7d,,,,67058b7d-34ea-42ed-87e8-b660aad77409
4livingroom,explicit,use the kitchen sink,4livingroom_use-the-kitchen-sink_GT.json,kitchen sink,f92d6939-4b73-4797-a5a4-8799ab5bb544,f92d6939,faucet / handle,be4b5219-1023-4b39-8a9d-cbb485a50538,faucet / handle: control the water flow,f92d6939-4b73-4797-a5a4-8799ab5bb544; be4b5219-1023-4b39-8a9d-cbb485a50538
5kitchen,implicit,I am hungry,5kitchen_i-am-hungry_2_GT.json,oven; microwave oven,93bc40e7-e4d3-4a03-a0ec-b587ccc52159; 1871b5d6-c2bf-4548-aec9-e4d9c08d5bf1,93bc40e7; 1871b5d6,knob; knob; knob; knob; knob; knob; handle; knob; knob,6c9960b2-9c67-4daa-813b-061ebfcab127; 5847e99a-ed77-4d93-9907-dadfe91239ce; c81e7268-4eaf-4990-bcd6-34e2a660c25f; 160f1d58-6577-4ba9-9910-31d65bea9d4d; dd94396b-b0ef-44c4-a1ae-83ff219607db; c70a5d29-4dbf-4410-9d08-e5351faeb24c; 76c3de9b-9a11-47c1-86cf-3475f10c0cc1; 7de0fa81-afa9-46d7-b18a-6c79297faa94; 8b9321f0-c364-443d-99f5-6c26fd516ca4,"knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; handle: pull to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close",93bc40e7-e4d3-4a03-a0ec-b587ccc52159; 1871b5d6-c2bf-4548-aec9-e4d9c08d5bf1; 6c9960b2-9c67-4daa-813b-061ebfcab127; 5847e99a-ed77-4d93-9907-dadfe91239ce; c81e7268-4eaf-4990-bcd6-34e2a660c25f; 160f1d58-6577-4ba9-9910-31d65bea9d4d; dd94396b-b0ef-44c4-a1ae-83ff219607db; c70a5d29-4dbf-4410-9d08-e5351faeb24c; 76c3de9b-9a11-47c1-86cf-3475f10c0cc1; 7de0fa81-afa9-46d7-b18a-6c79297faa94; 8b9321f0-c364-443d-99f5-6c26fd516ca4
5kitchen,implicit,I am hungry,5kitchen_i-am-hungry_3_GT.json,oven; microwave oven,93bc40e7-e4d3-4a03-a0ec-b587ccc52159; 1871b5d6-c2bf-4548-aec9-e4d9c08d5bf1,93bc40e7; 1871b5d6,knob; knob; knob; knob; knob; knob; handle; knob; knob,6c9960b2-9c67-4daa-813b-061ebfcab127; 5847e99a-ed77-4d93-9907-dadfe91239ce; c81e7268-4eaf-4990-bcd6-34e2a660c25f; 160f1d58-6577-4ba9-9910-31d65bea9d4d; dd94396b-b0ef-44c4-a1ae-83ff219607db; c70a5d29-4dbf-4410-9d08-e5351faeb24c; 76c3de9b-9a11-47c1-86cf-3475f10c0cc1; 7de0fa81-afa9-46d7-b18a-6c79297faa94; 8b9321f0-c364-443d-99f5-6c26fd516ca4,"knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close; handle: pull to open or close; knob: rotate to adjust the setting or temperature, or to open or close; knob: rotate to adjust the setting or temperature, or to open or close",93bc40e7-e4d3-4a03-a0ec-b587ccc52159; 1871b5d6-c2bf-4548-aec9-e4d9c08d5bf1; 6c9960b2-9c67-4daa-813b-061ebfcab127; 5847e99a-ed77-4d93-9907-dadfe91239ce; c81e7268-4eaf-4990-bcd6-34e2a660c25f; 160f1d58-6577-4ba9-9910-31d65bea9d4d; dd94396b-b0ef-44c4-a1ae-83ff219607db; c70a5d29-4dbf-4410-9d08-e5351faeb24c; 76c3de9b-9a11-47c1-86cf-3475f10c0cc1; 7de0fa81-afa9-46d7-b18a-6c79297faa94; 8b9321f0-c364-443d-99f5-6c26fd516ca4
5kitchen,implicit,I am hungry,5kitchen_i-am-hungry_3e07c31d_GT.json,kitchen cabinet,3e07c31d-1cf9-4a04-a76d-13334080bc7c,3e07c31d,knob; knob,5510652e-a780-40a0-ac21-a7aa0a6a36c8; 113d6f17-5cee-4965-8395-9a4e6f977017,knob: pull to open or close; knob: pull to open or close,3e07c31d-1cf9-4a04-a76d-13334080bc7c; 5510652e-a780-40a0-ac21-a7aa0a6a36c8; 113d6f17-5cee-4965-8395-9a4e6f977017
5kitchen,implicit,I am hungry,5kitchen_i-am-hungry_552ff359_GT.json,kitchen cabinet,552ff359-5931-4f18-8a14-1ae262e7f7b3,552ff359,knob; knob,4f3a8c60-6ebb-4dff-a45f-8489bdc9f476; ce10ad19-b93f-496c-af83-6c9c9dad0970,knob: pull to open or close; knob: pull to open or close,552ff359-5931-4f18-8a14-1ae262e7f7b3; 4f3a8c60-6ebb-4dff-a45f-8489bdc9f476; ce10ad19-b93f-496c-af83-6c9c9dad0970
5kitchen,implicit,I am hungry,5kitchen_i-am-hungry_GT.json,fridge,c1db0ee0-0baf-4a98-882d-11a8d6468c5f,c1db0ee0,handle,018c9bbb-b61e-40b0-a89c-8acb8494118e,handle: pull to open or close,c1db0ee0-0baf-4a98-882d-11a8d6468c5f; 018c9bbb-b61e-40b0-a89c-8acb8494118e
5kitchen,implicit,I am hungry,5kitchen_i-am-hungry_bcc11fea_GT.json,kitchen cabinet,bcc11fea-162f-47e0-a86b-34f1d5d2fb69,bcc11fea,knob; knob; knob; knob; knob; knob,187043d5-992f-49c6-84d4-c829fd7ed35e; 14753073-2a95-496e-91e5-2385981f2468; b809b058-e459-42e5-8f5f-3438566e3145; 889a3eae-65bd-4e72-99c9-3eda86a52001; 8b3801a9-bfb3-4823-961f-b2acf2bbe60c; 772ffb5a-aa96-4134-8646-00f1e9d9d6cb,knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close,bcc11fea-162f-47e0-a86b-34f1d5d2fb69; 187043d5-992f-49c6-84d4-c829fd7ed35e; 14753073-2a95-496e-91e5-2385981f2468; b809b058-e459-42e5-8f5f-3438566e3145; 889a3eae-65bd-4e72-99c9-3eda86a52001; 8b3801a9-bfb3-4823-961f-b2acf2bbe60c; 772ffb5a-aa96-4134-8646-00f1e9d9d6cb
5kitchen,implicit,I want a hot cup of tea,5kitchen_i-want-a-hot-cup-of-tea_GT.json,kettle,94d9254f-2032-4490-a0ae-aa992627c207,94d9254f,,,,94d9254f-2032-4490-a0ae-aa992627c207
5kitchen,implicit,my hands are dirty,5kitchen_my-hands-are-dirty_GT.json,kitchen sink,9f14ebb1-eef5-412d-a794-8029fc60edbc,9f14ebb1,faucet / handle,3a785df0-8006-459d-9889-826cf20a0c40,faucet / handle: control the water flow,9f14ebb1-eef5-412d-a794-8029fc60edbc; 3a785df0-8006-459d-9889-826cf20a0c40
5kitchen,explicit,open the door,5kitchen_open-the-door_GT.json,door,640d926a-e319-46db-8ee8-a949f4c92d01,640d926a,handle,7236b136-3cf9-4b53-86fd-c3aade3b3c5a,handle: rotate to open or close,640d926a-e319-46db-8ee8-a949f4c92d01; 7236b136-3cf9-4b53-86fd-c3aade3b3c5a
5kitchen,explicit,open the fridge,5kitchen_open-the-fridge_GT.json,fridge,c1db0ee0-0baf-4a98-882d-11a8d6468c5f,c1db0ee0,handle,018c9bbb-b61e-40b0-a89c-8acb8494118e,handle: pull to open or close,c1db0ee0-0baf-4a98-882d-11a8d6468c5f; 018c9bbb-b61e-40b0-a89c-8acb8494118e
5kitchen,explicit,open the kitchen cabinet,5kitchen_open-the-kitchen-cabinet_3e07c31d_GT.json,kitchen cabinet,3e07c31d-1cf9-4a04-a76d-13334080bc7c,3e07c31d,knob; knob,5510652e-a780-40a0-ac21-a7aa0a6a36c8; 113d6f17-5cee-4965-8395-9a4e6f977017,knob: pull to open or close; knob: pull to open or close,3e07c31d-1cf9-4a04-a76d-13334080bc7c; 5510652e-a780-40a0-ac21-a7aa0a6a36c8; 113d6f17-5cee-4965-8395-9a4e6f977017
5kitchen,explicit,open the kitchen cabinet,5kitchen_open-the-kitchen-cabinet_552ff359_GT.json,kitchen cabinet,552ff359-5931-4f18-8a14-1ae262e7f7b3,552ff359,knob; knob,4f3a8c60-6ebb-4dff-a45f-8489bdc9f476; ce10ad19-b93f-496c-af83-6c9c9dad0970,knob: pull to open or close; knob: pull to open or close,552ff359-5931-4f18-8a14-1ae262e7f7b3; 4f3a8c60-6ebb-4dff-a45f-8489bdc9f476; ce10ad19-b93f-496c-af83-6c9c9dad0970
5kitchen,explicit,open the kitchen cabinet,5kitchen_open-the-kitchen-cabinet_bcc11fea_GT.json,kitchen cabinet,bcc11fea-162f-47e0-a86b-34f1d5d2fb69,bcc11fea,knob; knob; knob; knob; knob; knob,187043d5-992f-49c6-84d4-c829fd7ed35e; 14753073-2a95-496e-91e5-2385981f2468; b809b058-e459-42e5-8f5f-3438566e3145; 889a3eae-65bd-4e72-99c9-3eda86a52001; 8b3801a9-bfb3-4823-961f-b2acf2bbe60c; 772ffb5a-aa96-4134-8646-00f1e9d9d6cb,knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close; knob: pull to open or close,bcc11fea-162f-47e0-a86b-34f1d5d2fb69; 187043d5-992f-49c6-84d4-c829fd7ed35e; 14753073-2a95-496e-91e5-2385981f2468; b809b058-e459-42e5-8f5f-3438566e3145; 889a3eae-65bd-4e72-99c9-3eda86a52001; 8b3801a9-bfb3-4823-961f-b2acf2bbe60c; 772ffb5a-aa96-4134-8646-00f1e9d9d6cb
